Level 1,Level 2,Level 3,Level 4,Bos Klasor,Video Suresi (saniye)
IC CAPTURE 23.10.2024-ANG,THIRD,ABS C,C-4,EVET,0
IC CAPTURE 23.10.2024-ANG,THIRD,ABS C,C-10,,5.44
IC CAPTURE 23.10.2024-ANG,THIRD,ABS C,C-11,EVET,0
IC CAPTURE 23.10.2024-ANG,THIRD,ABS C,C-16,,5.12
IC CAPTURE 23.10.2024-ANG,THIRD,ABS CUBE,CUBE-1,,2.68
IC CAPTURE 23.10.2024-ANG,THIRD,ABS CUBE,CUBE-2,,5.14
IC CAPTURE 23.10.2024-ANG,THIRD,ABS CUBE,CUBE-4,,5.38
IC CAPTURE 23.10.2024-ANG,THIRD,ABS CUBE,CUBE-7,,5.4
IC CAPTURE 23.10.2024-ANG,THIRD,ABS CUBE,CUBE-8,,4.9
IC CAPTURE 23.10.2024-ANG,THIRD,ABS EC,EC-1,,7.4
IC CAPTURE 23.10.2024-ANG,THIRD,ABS EC,EC-2,,7.44
IC CAPTURE 23.10.2024-ANG,THIRD,ABS EC,EC-3,,7.06
IC CAPTURE 23.10.2024-ANG,THIRD,ABS EC,EC-4,EVET,0
IC CAPTURE 23.10.2024-ANG,THIRD,ABS EC,EC-5,,6.58
IC CAPTURE 23.10.2024-ANG,THIRD,ABS HC,HC-1,,6.28
IC CAPTURE 23.10.2024-ANG,THIRD,ABS HC,HC-2,,8.74
IC CAPTURE 23.10.2024-ANG,THIRD,ABS HC,HC-4,EVET,0
IC CAPTURE 23.10.2024-ANG,THIRD,ABS HC,HC-6,,6.36
IC CAPTURE 23.10.2024-ANG,THIRD,ABS HC,HC-8,,6.2
IC CAPTURE 23.10.2024-MAK,FIRST,ABS C,C-1,,7.56
IC CAPTURE 23.10.2024-MAK,FIRST,ABS C,C-4,,4.22
IC CAPTURE 23.10.2024-MAK,FIRST,ABS C,C-10,,4.52
IC CAPTURE 23.10.2024-MAK,FIRST,ABS C,C-11,,6.54
IC CAPTURE 23.10.2024-MAK,FIRST,ABS C,C-16,,5.58
IC CAPTURE 23.10.2024-MAK,FIRST,ABS CUBE,CUBE-1,,4.48
IC CAPTURE 23.10.2024-MAK,FIRST,ABS CUBE,CUBE-4,,4.84
IC CAPTURE 23.10.2024-MAK,FIRST,ABS CUBE,CUBE-7,,9.5
IC CAPTURE 23.10.2024-MAK,FIRST,ABS CUBE,CUBE-8,,4.4
IC CAPTURE 23.10.2024-MAK,FIRST,ABS EC,EC-1,,7.7
IC CAPTURE 23.10.2024-MAK,FIRST,ABS EC,EC-2,,7.56
IC CAPTURE 23.10.2024-MAK,FIRST,ABS EC,EC-3,,7.14
IC CAPTURE 23.10.2024-MAK,FIRST,ABS EC,EC-4,,3.44
IC CAPTURE 23.10.2024-MAK,FIRST,ABS EC,EC-5,,6.88
IC CAPTURE 23.10.2024-MAK,FIRST,ABS HC,HC-1,,6.28
IC CAPTURE 23.10.2024-MAK,FIRST,ABS HC,HC-2,,9.34
IC CAPTURE 23.10.2024-MAK,FIRST,ABS HC,HC-4,,6.96
IC CAPTURE 23.10.2024-MAK,FIRST,ABS HC,HC-6,,5.9
IC CAPTURE 23.10.2024-MAK,FIRST,ABS HC,HC-8,,5.32
IC CAPTURE 23.10.2024-MAK,SECOND,ABS C,C-1,,4.36
IC CAPTURE 23.10.2024-MAK,SECOND,ABS C,C-4,EVET,0
IC CAPTURE 23.10.2024-MAK,SECOND,ABS C,C-10,,9.0
IC CAPTURE 23.10.2024-MAK,SECOND,ABS C,C-11,EVET,0
IC CAPTURE 23.10.2024-MAK,SECOND,ABS C,C-16,,2.5
IC CAPTURE 23.10.2024-MAK,SECOND,ABS CUBE,CUBE-1,,4.16
IC CAPTURE 23.10.2024-MAK,SECOND,ABS CUBE,CUBE-2,,5.96
IC CAPTURE 23.10.2024-MAK,SECOND,ABS CUBE,CUBE-4,,4.8
IC CAPTURE 23.10.2024-MAK,SECOND,ABS CUBE,CUBE-7,,5.66
IC CAPTURE 23.10.2024-MAK,SECOND,ABS CUBE,CUBE-8,,4.2
IC CAPTURE 23.10.2024-MAK,SECOND,ABS EC,EC-1,,8.04
IC CAPTURE 23.10.2024-MAK,SECOND,ABS EC,EC-2,,6.84
IC CAPTURE 23.10.2024-MAK,SECOND,ABS EC,EC-3,,7.62
IC CAPTURE 23.10.2024-MAK,SECOND,ABS EC,EC-4,,7.72
IC CAPTURE 23.10.2024-MAK,SECOND,ABS EC,EC-5,,5.94
IC CAPTURE 23.10.2024-MAK,SECOND,ABS HC,HC-1,,3.72
IC CAPTURE 23.10.2024-MAK,SECOND,ABS HC,HC-2,,3.32
IC CAPTURE 23.10.2024-MAK,SECOND,ABS HC,HC-4,EVET,0
IC CAPTURE 23.10.2024-MAK,SECOND,ABS HC,HC-6,,5.82
IC CAPTURE 23.10.2024-MAK,SECOND,ABS HC,HC-8,,16.9
IC CAPTURE 23.10.2024-MAK,THIRD,ABS C,C-1,EVET,0
IC CAPTURE 23.10.2024-MAK,THIRD,ABS C,C-4,EVET,0
IC CAPTURE 23.10.2024-MAK,THIRD,ABS C,C-10,,5.24
IC CAPTURE 23.10.2024-MAK,THIRD,ABS C,C-11,EVET,0
IC CAPTURE 23.10.2024-MAK,THIRD,ABS C,C-16,,4.9
IC CAPTURE 23.10.2024-MAK,THIRD,ABS CUBE,CUBE-1,,4.7
IC CAPTURE 23.10.2024-MAK,THIRD,ABS CUBE,CUBE-2,,6.5
IC CAPTURE 23.10.2024-MAK,THIRD,ABS CUBE,CUBE-4,,5.2
IC CAPTURE 23.10.2024-MAK,THIRD,ABS CUBE,CUBE-7,,3.3
IC CAPTURE 23.10.2024-MAK,THIRD,ABS CUBE,CUBE-8,,4.76
IC CAPTURE 23.10.2024-MAK,THIRD,ABS EC,EC-1,,6.58
IC CAPTURE 23.10.2024-MAK,THIRD,ABS EC,EC-2,,7.3
IC CAPTURE 23.10.2024-MAK,THIRD,ABS EC,EC-3,,5.92
IC CAPTURE 23.10.2024-MAK,THIRD,ABS EC,EC-4,EVET,0
IC CAPTURE 23.10.2024-MAK,THIRD,ABS EC,EC-5,,6.5
IC CAPTURE 23.10.2024-MAK,THIRD,ABS HC,HC-1,,6.08
IC CAPTURE 23.10.2024-MAK,THIRD,ABS HC,HC-2,,6.64
IC CAPTURE 23.10.2024-MAK,THIRD,ABS HC,HC-4,EVET,0
IC CAPTURE 23.10.2024-MAK,THIRD,ABS HC,HC-6,,5.92
IC CAPTURE 23.10.2024-MAK,THIRD,ABS HC,HC-8,EVET,0
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-2,,3.78
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-3,,4.28
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-5,,3.28
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-6,,3.96
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-9,,5.18
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-12,,6.3
IC CAPTURE 30.10.2024-ANG,FIRST,ABS C,C-15,,6.18
IC CAPTURE 30.10.2024-ANG,FIRST,ABS CUBE,CUBE-3,,4.54
IC CAPTURE 30.10.2024-ANG,FIRST,ABS CUBE,CUBE-5,,5.14
IC CAPTURE 30.10.2024-ANG,FIRST,ABS CUBE,CUBE-9,,5.18
IC CAPTURE 30.10.2024-ANG,FIRST,ABS CUBE,CUBE-10,,4.92
IC CAPTURE 30.10.2024-ANG,FIRST,ABS CUBE,CUBE-11,,5.42
IC CAPTURE 30.10.2024-ANG,FIRST,ABS EC,EC-6,,7.08
IC CAPTURE 30.10.2024-ANG,FIRST,ABS EC,EC-7,,6.58
IC CAPTURE 30.10.2024-ANG,FIRST,ABS EC,EC-8,,7.32
IC CAPTURE 30.10.2024-ANG,FIRST,ABS EC,EC-9,,7.36
IC CAPTURE 30.10.2024-ANG,FIRST,ABS HC,HC-3,,6.04
IC CAPTURE 30.10.2024-ANG,FIRST,ABS HC,HC-5,,6.58
IC CAPTURE 30.10.2024-ANG,FIRST,ABS HC,HC-7,,6.74
IC CAPTURE 30.10.2024-ANG,FIRST,ABS HC,HC-9,,6.24
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-2,,3.78
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-3,,3.78
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-5,,4.58
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-6,,4.84
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-9,,5.68
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-12,,6.04
IC CAPTURE 30.10.2024-ANG,SECOND,ABS C,C-15,,5.46
IC CAPTURE 30.10.2024-ANG,SECOND,ABS CUBE,CUBE-3,,4.28
IC CAPTURE 30.10.2024-ANG,SECOND,ABS CUBE,CUBE-5,,4.46
IC CAPTURE 30.10.2024-ANG,SECOND,ABS CUBE,CUBE-9,,5.18
IC CAPTURE 30.10.2024-ANG,SECOND,ABS CUBE,CUBE-10,,4.2
IC CAPTURE 30.10.2024-ANG,SECOND,ABS CUBE,CUBE-11,EVET,0
IC CAPTURE 30.10.2024-ANG,SECOND,ABS EC,EC-6,,7.74
IC CAPTURE 30.10.2024-ANG,SECOND,ABS EC,EC-7,,6.86
IC CAPTURE 30.10.2024-ANG,SECOND,ABS EC,EC-8,,7.14
IC CAPTURE 30.10.2024-ANG,SECOND,ABS EC,EC-9,,8.32
IC CAPTURE 30.10.2024-ANG,SECOND,ABS HC,HC-3,,6.88
IC CAPTURE 30.10.2024-ANG,SECOND,ABS HC,HC-5,,5.9
IC CAPTURE 30.10.2024-ANG,SECOND,ABS HC,HC-7,,6.3
IC CAPTURE 30.10.2024-ANG,SECOND,ABS HC,HC-9,,6.62
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-2,,8.98
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-3,,3.4
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-5,,3.74
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-6,,4.3
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-9,,5.26
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-12,,6.28
IC CAPTURE 30.10.2024-ANG,THIRD,ABS C,C-15,,5.26
IC CAPTURE 30.10.2024-ANG,THIRD,ABS CUBE,CUBE-3,,4.18
IC CAPTURE 30.10.2024-ANG,THIRD,ABS CUBE,CUBE-5,,4.36
IC CAPTURE 30.10.2024-ANG,THIRD,ABS CUBE,CUBE-9,,4.74
IC CAPTURE 30.10.2024-ANG,THIRD,ABS CUBE,CUBE-10,,3.92
IC CAPTURE 30.10.2024-ANG,THIRD,ABS CUBE,CUBE-11,,5.08
IC CAPTURE 30.10.2024-ANG,THIRD,ABS EC,EC-6,,7.6
IC CAPTURE 30.10.2024-ANG,THIRD,ABS EC,EC-7,,6.56
IC CAPTURE 30.10.2024-ANG,THIRD,ABS EC,EC-8,,7.12
IC CAPTURE 30.10.2024-ANG,THIRD,ABS EC,EC-9,,7.18
IC CAPTURE 30.10.2024-ANG,THIRD,ABS HC,HC-3,,6.16
IC CAPTURE 30.10.2024-ANG,THIRD,ABS HC,HC-5,,6.48
IC CAPTURE 30.10.2024-ANG,THIRD,ABS HC,HC-7,,5.8
IC CAPTURE 30.10.2024-ANG,THIRD,ABS HC,HC-9,,6.0
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-2,,3.9
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-3,,4.02
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-5,,3.8
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-6,,3.9
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-9,,5.2
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-12,,2.14
IC CAPTURE 30.10.2024-MAK,FIRST,ABS C,C-15,,2.46
IC CAPTURE 30.10.2024-MAK,FIRST,ABS CUBE,CUBE-3,,4.74
IC CAPTURE 30.10.2024-MAK,FIRST,ABS CUBE,CUBE-5,,5.56
IC CAPTURE 30.10.2024-MAK,FIRST,ABS CUBE,CUBE-9,,4.4
IC CAPTURE 30.10.2024-MAK,FIRST,ABS CUBE,CUBE-10,,5.4
IC CAPTURE 30.10.2024-MAK,FIRST,ABS CUBE,CUBE-11,,5.76
IC CAPTURE 30.10.2024-MAK,FIRST,ABS EC,EC-6,,8.0
IC CAPTURE 30.10.2024-MAK,FIRST,ABS EC,EC-7,,1.46
IC CAPTURE 30.10.2024-MAK,FIRST,ABS EC,EC-8,,7.5
IC CAPTURE 30.10.2024-MAK,FIRST,ABS EC,EC-9,,7.72
IC CAPTURE 30.10.2024-MAK,FIRST,ABS HC,HC-3,,4.9
IC CAPTURE 30.10.2024-MAK,FIRST,ABS HC,HC-5,,6.9
IC CAPTURE 30.10.2024-MAK,FIRST,ABS HC,HC-7,,7.02
IC CAPTURE 30.10.2024-MAK,FIRST,ABS HC,HC-9,,4.32
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-2,,3.58
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-3,,3.88
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-5,,4.8
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-6,,5.2
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-9,,5.78
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-12,,4.58
IC CAPTURE 30.10.2024-MAK,SECOND,ABS C,C-15,,5.84
IC CAPTURE 30.10.2024-MAK,SECOND,ABS CUBE,CUBE-3,,4.42
IC CAPTURE 30.10.2024-MAK,SECOND,ABS CUBE,CUBE-5,,4.52
IC CAPTURE 30.10.2024-MAK,SECOND,ABS CUBE,CUBE-9,,5.32
IC CAPTURE 30.10.2024-MAK,SECOND,ABS CUBE,CUBE-10,,4.4
IC CAPTURE 30.10.2024-MAK,SECOND,ABS CUBE,CUBE-11,EVET,0
IC CAPTURE 30.10.2024-MAK,SECOND,ABS EC,EC-6,,6.26
IC CAPTURE 30.10.2024-MAK,SECOND,ABS EC,EC-7,,6.66
IC CAPTURE 30.10.2024-MAK,SECOND,ABS EC,EC-8,,7.08
IC CAPTURE 30.10.2024-MAK,SECOND,ABS EC,EC-9,,8.18
IC CAPTURE 30.10.2024-MAK,SECOND,ABS HC,HC-3,,6.84
IC CAPTURE 30.10.2024-MAK,SECOND,ABS HC,HC-5,,6.06
IC CAPTURE 30.10.2024-MAK,SECOND,ABS HC,HC-7,,9.12
IC CAPTURE 30.10.2024-MAK,SECOND,ABS HC,HC-9,,6.84
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-2,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-3,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-5,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-6,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-9,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-12,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS C,C-15,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS CUBE,CUBE-3,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS CUBE,CUBE-5,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS CUBE,CUBE-9,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS CUBE,CUBE-10,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS CUBE,CUBE-11,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS EC,EC-6,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS EC,EC-7,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS EC,EC-8,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS EC,EC-9,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS HC,HC-3,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS HC,HC-5,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS HC,HC-7,EVET,0
IC CAPTURE 30.10.2024-MAK,THIRD,ABS HC,HC-9,EVET,0
IC CAPTURE 06.11.2024-ANG,FIRST,ABS C,C-7,,5.86
IC CAPTURE 06.11.2024-ANG,FIRST,ABS C,C-8,,4.14
IC CAPTURE 06.11.2024-ANG,FIRST,ABS C,C-13,EVET,0
IC CAPTURE 06.11.2024-ANG,FIRST,ABS C,C-14,,5.36
IC CAPTURE 06.11.2024-ANG,FIRST,ABS C,C-17,,5.2
IC CAPTURE 06.11.2024-ANG,FIRST,ABS CUBE,CUBE-6,,5.46
IC CAPTURE 06.11.2024-ANG,FIRST,ABS CUBE,CUBE-12,,5.66
IC CAPTURE 06.11.2024-ANG,SECOND,ABS C,C-7,EVET,0
IC CAPTURE 06.11.2024-ANG,SECOND,ABS C,C-8,,4.08
IC CAPTURE 06.11.2024-ANG,SECOND,ABS C,C-13,EVET,0
IC CAPTURE 06.11.2024-ANG,SECOND,ABS C,C-14,EVET,0
IC CAPTURE 06.11.2024-ANG,SECOND,ABS C,C-17,EVET,0
IC CAPTURE 06.11.2024-ANG,SECOND,ABS CUBE,CUBE-6,EVET,0
IC CAPTURE 06.11.2024-ANG,SECOND,ABS CUBE,CUBE-12,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS C,C-7,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS C,C-8,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS C,C-13,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS C,C-14,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS C,C-17,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS CUBE,CUBE-6,EVET,0
IC CAPTURE 06.11.2024-ANG,THIRD,ABS CUBE,CUBE-12,EVET,0
IC CAPTURE 06.11.2024-MAK,FIRST,ABS C,C-7,,4.5
IC CAPTURE 06.11.2024-MAK,FIRST,ABS C,C-8,,4.34
IC CAPTURE 06.11.2024-MAK,FIRST,ABS C,C-13,,6.4
IC CAPTURE 06.11.2024-MAK,FIRST,ABS C,C-14,,5.62
IC CAPTURE 06.11.2024-MAK,FIRST,ABS C,C-17,,4.74
IC CAPTURE 06.11.2024-MAK,FIRST,ABS CUBE,CUBE-6,,4.8
IC CAPTURE 06.11.2024-MAK,FIRST,ABS CUBE,CUBE-12,,5.42
IC CAPTURE 06.11.2024-MAK,SECOND,ABS C,C-7,EVET,0
IC CAPTURE 06.11.2024-MAK,SECOND,ABS C,C-8,,3.96
IC CAPTURE 06.11.2024-MAK,SECOND,ABS C,C-13,EVET,0
IC CAPTURE 06.11.2024-MAK,SECOND,ABS C,C-14,EVET,0
IC CAPTURE 06.11.2024-MAK,SECOND,ABS C,C-17,,3.94
IC CAPTURE 06.11.2024-MAK,SECOND,ABS CUBE,CUBE-6,EVET,0
IC CAPTURE 06.11.2024-MAK,SECOND,ABS CUBE,CUBE-12,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS C,C-7,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS C,C-8,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS C,C-13,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS C,C-14,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS C,C-17,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS CUBE,CUBE-6,EVET,0
IC CAPTURE 06.11.2024-MAK,THIRD,ABS CUBE,CUBE-12,EVET,0
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-1,,2.54
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-3,,2.66
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-5,,2.36
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-9,,2.38
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-16,,2.82
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-19,,4.28
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-21,,2.8
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-25,,4.64
IC CAPTURE 16.11.2024-ANG,FIRST,PLA C,C-27,,2.42
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-1,,2.6
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-2,,2.82
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-3,,2.86
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-4,,2.86
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-7,,2.9
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-11,,3.22
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-14,,2.76
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-23,,2.92
IC CAPTURE 16.11.2024-ANG,FIRST,PLA CUBE,CUBE-27,,2.9
IC CAPTURE 16.11.2024-ANG,FIRST,PLA HC,HC-1,,3.56
IC CAPTURE 16.11.2024-ANG,FIRST,PLA HC,HC-2,,5.08
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-1,,3.0
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-3,,2.58
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-5,,2.26
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-9,,2.34
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-16,,2.8
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-19,,4.4
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-21,,2.58
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-25,,4.64
IC CAPTURE 16.11.2024-ANG,SECOND,PLA C,C-27,,2.54
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-1,,2.94
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-2,,2.84
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-3,,2.94
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-4,,2.36
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-7,,3.16
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-11,,3.1
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-14,,2.92
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-23,,3.3
IC CAPTURE 16.11.2024-ANG,SECOND,PLA CUBE,CUBE-27,,2.84
IC CAPTURE 16.11.2024-ANG,SECOND,PLA HC,HC-1,,3.4
IC CAPTURE 16.11.2024-ANG,SECOND,PLA HC,HC-2,EVET,0
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-1,,2.52
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-3,,2.6
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-5,,2.38
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-9,,2.32
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-16,,2.76
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-19,,4.42
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-21,EVET,0
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-25,,4.48
IC CAPTURE 16.11.2024-ANG,THIRD,PLA C,C-27,,3.06
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-1,,2.48
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-2,,2.96
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-3,,2.82
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-4,,2.94
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-7,,2.98
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-11,,2.98
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-14,,2.76
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-23,,3.16
IC CAPTURE 16.11.2024-ANG,THIRD,PLA CUBE,CUBE-27,,2.72
IC CAPTURE 16.11.2024-ANG,THIRD,PLA HC,HC-1,,3.5
IC CAPTURE 16.11.2024-ANG,THIRD,PLA HC,HC-2,EVET,0
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-1,,2.6
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-3,,2.8
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-5,,2.42
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-9,,2.5
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-16,,2.96
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-19,,13.36
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-21,,2.92
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-25,,4.78
IC CAPTURE 16.11.2024-MAK,FIRST,PLA C,C-27,,2.56
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-1,,2.6
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-2,,2.8
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-3,,2.9
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-4,,3.04
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-7,,3.16
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-11,,3.14
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-14,,2.88
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-23,,3.28
IC CAPTURE 16.11.2024-MAK,FIRST,PLA CUBE,CUBE-27,,2.9
IC CAPTURE 16.11.2024-MAK,FIRST,PLA HC,HC-1,,3.7
IC CAPTURE 16.11.2024-MAK,FIRST,PLA HC,HC-2,,4.26
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-1,,3.16
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-3,,2.86
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-5,,2.44
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-9,,2.38
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-16,,2.94
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-19,,4.5
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-21,,2.6
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-25,,4.68
IC CAPTURE 16.11.2024-MAK,SECOND,PLA C,C-27,EVET,0
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-1,,3.16
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-2,,3.02
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-3,,1.66
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-4,,2.54
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-7,,3.34
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-11,,3.2
