category,code,shape_enc,shape_name,a,b,c,density,velocity_ms,velocity_cms,date,view,repeat
RESIN (a=6 r=3),CUBE-2,2,Cube,6.24,6.24,6.24,1154.8331204495057,0.0944,9.44,09.01.2025,ANG,THIRD
RESIN (a=6 r=3),CUBE-2,2,Cube,6.24,6.24,6.24,1154.8331204495057,0.0785,7.85,09.01.2025,MAK,FIRST
RESIN (a=6 r=3),CUBE-2,2,Cube,6.24,6.24,6.24,1154.8331204495057,0.0812,8.12,09.01.2025,MAK,SECOND
RESIN (a=6 r=3),CUBE-2,2,Cube,6.24,6.24,6.24,1154.8331204495057,0.081,8.1,09.01.2025,MAK,THIRD
RESIN (a=6 r=3),CUBE-3,2,Cube,6.24,6.24,6.24,1158.5318742160696,0.1,10.0,09.01.2025,ANG,FIRST
RESIN (a=6 r=3),CUBE-3,2,Cube,6.24,6.24,6.24,1158.5318742160696,0.095,9.5,09.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-3,6,Elliptic Cylinder,6.0,6.0,0.0,1069.255055319151,0.0355,3.55,09.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-3,6,Elliptic Cylinder,6.0,6.0,0.0,1069.255055319151,0.0218,2.18,09.01.2025,ANG,THIRD
RESIN (a=6 r=3),D-3,6,Elliptic Cylinder,6.0,6.0,0.0,1069.255055319151,0.0321,3.2099999999999995,09.01.2025,MAK,FIRST
RESIN (a=6 r=3),D-3,6,Elliptic Cylinder,6.0,6.0,0.0,1069.255055319151,0.0302999999999999,3.03,09.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-3,6,Elliptic Cylinder,6.0,6.0,0.0,1069.255055319151,0.0294,2.94,09.01.2025,MAK,THIRD
RESIN (a=6 r=3),SP-2,5,Sphere,6.3,0.0,0.0,1103.691191341414,0.1256,12.560000000000002,09.01.2025,ANG,FIRST
RESIN (a=6 r=3),SP-2,5,Sphere,6.3,0.0,0.0,1103.691191341414,0.0924,9.24,09.01.2025,MAK,FIRST
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.1168999999999999,11.69,09.01.2025,ANG,FIRST
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.1113,11.13,09.01.2025,ANG,SECOND
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.108,10.8,09.01.2025,ANG,THIRD
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.0993,9.93,09.01.2025,MAK,FIRST
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.1012,10.12,09.01.2025,MAK,SECOND
RESIN (a=6 r=3),SP-3,5,Sphere,6.3,0.0,0.0,1113.6205930628248,0.0943,9.43,09.01.2025,MAK,THIRD
RESIN (a=9 r=4.5),C-3,0,Cylinder,9.15,9.4,0.0,1168.577961975711,0.1168999999999999,11.69,09.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),C-3,0,Cylinder,9.15,9.4,0.0,1168.577961975711,0.0925,9.25,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),C-4,0,Cylinder,9.15,9.4,0.0,1171.3283185247333,0.1071,10.71,09.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),C-4,0,Cylinder,9.15,9.4,0.0,1171.3283185247333,0.0816,8.16,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),C-4,0,Cylinder,9.15,9.4,0.0,1171.3283185247333,0.0942,9.42,09.01.2025,MAK,SECOND
RESIN (a=9 r=4.5),C-4,0,Cylinder,9.15,9.4,0.0,1171.3283185247333,0.0975,9.75,09.01.2025,MAK,THIRD
RESIN (a=9 r=4.5),CUBE-3,2,Cube,9.25,9.25,9.25,1150.2624979394604,0.1043,10.43,09.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),CUBE-3,2,Cube,9.25,9.25,9.25,1150.2624979394604,0.0846,8.46,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),CUBE-4,2,Cube,9.25,9.25,9.25,1162.8999677036825,0.0721,7.21,09.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),CUBE-4,2,Cube,9.25,9.25,9.25,1162.8999677036825,0.1121,11.21,09.01.2025,ANG,SECOND
RESIN (a=9 r=4.5),CUBE-4,2,Cube,9.25,9.25,9.25,1162.8999677036825,0.081,8.1,09.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),CUBE-4,2,Cube,9.25,9.25,9.25,1162.8999677036825,0.0934,9.34,09.01.2025,MAK,SECOND
RESIN (a=9 r=4.5),CUBE-4,2,Cube,9.25,9.25,9.25,1162.8999677036825,0.0908,9.08,09.01.2025,MAK,THIRD
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.0421,4.21,09.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.0358,3.58,09.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.0368,3.68,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.035,3.5000000000000004,09.01.2025,MAK,SECOND
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.0324,3.2400000000000007,09.01.2025,MAK,THIRD
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0441999999999999,4.42,09.01.2025,ANG,SECOND
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0348,3.4799999999999995,09.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0353,3.53,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0382,3.82,09.01.2025,MAK,SECOND
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0322,3.22,09.01.2025,MAK,THIRD
RESIN (a=9 r=4.5),SP-3,5,Sphere,9.1,0.0,0.0,1205.1128629981183,0.1566,15.659999999999998,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1446,14.46,09.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1322,13.22,09.01.2025,ANG,SECOND
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1217,12.17,09.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.129,12.9,09.01.2025,MAK,FIRST
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1289,12.89,09.01.2025,MAK,SECOND
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1232,12.32,09.01.2025,MAK,THIRD
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,0.0438999999999999,4.39,10.02.2024,MAK,SECOND
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,0.0389,3.890000000000001,10.02.2024,MAK,THIRD
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,0.0511,5.11,10.02.2024,MAK,SECOND
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,0.0516999999999999,5.17,10.02.2024,MAK,THIRD
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,0.0404,4.04,10.02.2024,MAK,SECOND
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,0.0356,3.56,10.02.2024,MAK,THIRD
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,0.0547,5.47,10.02.2024,MAK,SECOND
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,0.052,5.2,10.02.2024,MAK,THIRD
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,0.061,6.1,10.02.2024,MAK,SECOND
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,0.0492,4.92,10.02.2024,MAK,THIRD
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,0.0209,2.09,10.02.2024,MAK,SECOND
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,0.0405,4.05,10.02.2024,MAK,THIRD
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,0.0463,4.63,10.02.2024,MAK,SECOND
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,0.0444,4.44,10.02.2024,MAK,THIRD
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,0.047,4.7,10.02.2024,MAK,SECOND
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,0.0401999999999999,4.02,10.02.2024,MAK,THIRD
HC,HC-46,1,Half Cylinder,4.756666666666667,2.8666666666666667,0.0,1055.298996996876,0.0395999999999999,3.96,10.02.2024,MAK,THIRD
HC,HC-47,1,Half Cylinder,3.6833333333333336,1.8266666666666669,0.0,1165.1849226897173,0.0394,3.94,10.02.2024,MAK,SECOND
WSP,WSP-41,3,Wedge Shape Prism,4.253333333333333,1.606666666666667,2.8233333333333337,1261.0,0.0266999999999999,2.67,10.02.2024,MAK,SECOND
WSP,WSP-42,3,Wedge Shape Prism,2.466666666666667,2.3866666666666663,2.856666666666667,1308.146725542255,0.0312,3.12,10.02.2024,MAK,SECOND
WSP,WSP-42,3,Wedge Shape Prism,2.466666666666667,2.3866666666666663,2.856666666666667,1308.146725542255,0.0705,7.049999999999999,10.02.2024,MAK,THIRD
WSP,WSP-44,3,Wedge Shape Prism,1.663333333333333,2.436666666666667,2.3633333333333333,1294.5728028071906,0.0266,2.66,10.02.2024,MAK,SECOND
WSP,WSP-44,3,Wedge Shape Prism,1.663333333333333,2.436666666666667,2.3633333333333333,1294.5728028071906,0.0256999999999999,2.57,10.02.2024,MAK,THIRD
WSP,WSP-46,3,Wedge Shape Prism,4.263333333333333,1.6466666666666665,2.8366666666666664,1215.218187403986,0.04,4.0,10.02.2024,MAK,FIRST
WSP,WSP-46,3,Wedge Shape Prism,4.263333333333333,1.6466666666666665,2.8366666666666664,1215.218187403986,0.0273,2.73,10.02.2024,MAK,SECOND
WSP,WSP-47,3,Wedge Shape Prism,1.5,1.4633333333333332,2.85,1278.8429029414183,0.0214,2.14,10.02.2024,MAK,FIRST
WSP,WSP-48,3,Wedge Shape Prism,1.653333333333333,4.09,2.83,1243.6746775573088,0.0314,3.140000000000001,10.02.2024,MAK,FIRST
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.032,3.2,10.02.2024,MAK,FIRST
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.0321,3.2099999999999995,10.02.2024,MAK,SECOND
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.0315,3.15,10.02.2024,MAK,THIRD
WSP,WSP-50,3,Wedge Shape Prism,4.06,1.6233333333333333,2.3466666666666662,1254.333782486841,0.031,3.1,10.02.2024,MAK,FIRST
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0559999999999999,5.6,10.11.23,ANG,FIRST
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0491,4.91,10.11.23,ANG,SECOND
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0562999999999999,5.63,10.11.23,ANG,THIRD
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0989,9.89,10.11.23,MAK,FIRST
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0496999999999999,4.97,10.11.23,MAK,THIRD
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0487999999999999,4.88,10.11.23,ANG,FIRST
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0494,4.94,10.11.23,ANG,SECOND
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0576,5.76,10.11.23,ANG,THIRD
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0857,8.57,10.11.23,MAK,FIRST
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0436,4.36,10.11.23,MAK,SECOND
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0506,5.06,10.11.23,MAK,THIRD
C,C-11,0,Cylinder,3.813333333333333,2.873333333333333,0.0,1411.3665063431592,0.0605999999999999,6.06,10.11.23,MAK,THIRD
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0384,3.84,10.11.23,ANG,FIRST
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0377,3.77,10.11.23,ANG,SECOND
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.039,3.9,10.11.23,ANG,THIRD
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0363,3.63,10.11.23,MAK,FIRST
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0343,3.4300000000000006,10.11.23,MAK,SECOND
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0469,4.69,10.11.23,ANG,FIRST
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0458,4.58,10.11.23,ANG,SECOND
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0423,4.23,10.11.23,ANG,THIRD
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0408,4.08,10.11.23,MAK,SECOND
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0394,3.94,10.11.23,MAK,THIRD
WSP,WSP-15,3,Wedge Shape Prism,4.023333333333333,1.6733333333333331,2.8766666666666665,1228.898572288358,0.0192999999999999,1.93,10.11.23,MAK,FIRST
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0447,4.47,10.11.23,ANG,FIRST
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0455,4.55,10.11.23,ANG,SECOND
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0479,4.79,10.11.23,ANG,THIRD
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0412999999999999,4.13,10.11.23,MAK,FIRST
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0412,4.12,10.11.23,MAK,THIRD
RESIN (a=6 r=3),C-4,0,Cylinder,6.1,6.3,0.0,1203.0498677981195,0.0953999999999999,9.54,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),C-4,0,Cylinder,6.1,6.3,0.0,1203.0498677981195,0.0894,8.94,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0963,9.63,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0881,8.81,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0935,9.35,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0533999999999999,5.34,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0542999999999999,5.43,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0528,5.28,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0975999999999999,9.76,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.092,9.2,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0831,8.31,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0653,6.529999999999999,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0892999999999999,8.93,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0906,9.06,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0859,8.59,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0548,5.48,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0999,9.99,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0909,9.09,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.1011,10.11,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0463,4.63,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-2,6,Elliptic Cylinder,6.0,6.0,0.0,1112.3385923466628,0.0345,3.45,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-2,6,Elliptic Cylinder,6.0,6.0,0.0,1112.3385923466628,0.0279999999999999,2.8,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.0324,3.2400000000000007,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.0338,3.38,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.026,2.6,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.027,2.7,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0336,3.36,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.031,3.1,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0209,2.09,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0235,2.35,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0179,1.79,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.033,3.3000000000000003,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0308,3.08,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0364,3.64,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0167,1.67,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0207,2.07,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0222,2.22,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0382,3.82,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0349,3.49,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0333,3.3300000000000005,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0306,3.06,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0289999999999999,2.9,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),D-8,6,Elliptic Cylinder,6.0,6.0,0.0,1032.2794993862915,0.0279,2.79,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),D-8,6,Elliptic Cylinder,6.0,6.0,0.0,1032.2794993862915,0.0336,3.36,11.01.2025,ANG,THIRD
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.12,12.0,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1196,11.96,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1084,10.84,11.01.2025,MAK,FIRST
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1159999999999999,11.6,11.01.2025,MAK,SECOND
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1177,11.77,11.01.2025,MAK,THIRD
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1263,12.63,11.01.2025,ANG,FIRST
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1159999999999999,11.6,11.01.2025,ANG,SECOND
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1297,12.97,11.01.2025,ANG,THIRD
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.0774,7.739999999999999,11.01.2025,ANG,FIRST
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.1147,11.47,11.01.2025,ANG,SECOND
