Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-3,1.84,"a, b, c (mm)",1.03,4.79,1.02,Plexiglass,Part 1 (2023-2024),0.1549,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,12,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-2,2.06,"Diameter, Height (mm)",5.23,5.5,,ABS,Part 2 (2024-2025),0.1383,MAK,CUBE-2,5.23,5.5,5.365,154.324225,172.6629,1135.0,,False,5.5,5.365,5.23,5.363867421688095,0.8058257913125362,1.0516252390057361,0.9627986684384193,0.9748369058713887,0.9754545454545455,1.135,135.0,12,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-3,2.04,"Diameter, Height (mm)",5.54,5.49,,ABS,Part 2 (2024-2025),0.1397,MAK,CUBE-3,5.54,5.49,5.515000000000001,167.73651900000002,182.4901,1135.0,,False,5.54,5.515000000000001,5.49,5.514962223978176,0.8059904561505424,1.0091074681238614,0.993218279157308,0.9954669084315503,0.9954873646209387,1.135,135.0,12,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-3,5.28,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.054,MAK,D-3,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1173.5840247246467,0.0872,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1735840247246467,173.58402472464672,12,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-3,1.64,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1738,MAK,SP-3,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1205.1128629981183,0.4755,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2051128629981183,205.11286299811832,12,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-3,1.56,"a, b, c (mm)",1.03,4.79,1.02,Plexiglass,Part 1 (2023-2024),0.1827,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,13,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-4,1.68,"a, b, c (mm)",2.85,4.79,2.85,Plexiglass,Part 1 (2023-2024),0.1696,MAK,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,13,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),CUBE-4,1.72,"Diameter, Height (mm)",5.57,5.05,,ABS,Part 2 (2024-2025),0.1657,MAK,CUBE-4,5.57,5.05,5.3100000000000005,149.362335,169.0414,1135.0,,False,5.57,5.3100000000000005,5.05,5.305753038567582,0.8053508224216135,1.102970297029703,0.9285740015020012,0.9510357815442559,0.9533213644524238,1.135,135.0,13,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-3,4.68,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0609,MAK,D-3,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1173.5840247246467,0.0872,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1735840247246467,173.58402472464672,13,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-4,4.3,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0663,MAK,D-4,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1104.9455095171272,0.0821,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1049455095171272,104.94550951712722,13,1
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-4,1.32,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.2159,MAK,SP-4,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1230.4569820937675,0.4855,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2304569820937674,230.45698209376746,13,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-2,1.86,"a, b, c (mm)",4.836666666666666,1.006666666666667,,Plexiglass,Part 1 (2023-2024),0.1532,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,12,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-2,2.04,"Diameter, Height (mm)",5.32,5.5,,ABS,Part 2 (2024-2025),0.1397,MAK,CUBE-2,5.32,5.5,5.41,158.2966,175.5924,1135.0,,False,5.5,5.41,5.32,5.409500878167293,0.8059216096694185,1.0338345864661653,0.9752852475377976,0.9833641404805915,0.9836363636363636,1.135,135.0,12,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-3,5.76,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0495,MAK,D-3,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1173.5840247246467,0.0872,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1735840247246467,173.58402472464672,12,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-3,1.8,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1583,MAK,SP-3,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1205.1128629981183,0.4755,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2051128629981183,205.11286299811832,12,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-4,1.58,"a, b, c (mm)",4.773333333333333,2.846666666666666,,Plexiglass,Part 1 (2023-2024),0.1804,MAK,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,13,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),CUBE-4,1.64,"Diameter, Height (mm)",5.57,5.05,,ABS,Part 2 (2024-2025),0.1738,MAK,CUBE-4,5.57,5.05,5.3100000000000005,149.362335,169.0414,1135.0,,False,5.57,5.3100000000000005,5.05,5.305753038567582,0.8053508224216135,1.102970297029703,0.9285740015020012,0.9510357815442559,0.9533213644524238,1.135,135.0,13,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-3,5.26,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0542,MAK,D-3,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1173.5840247246467,0.0872,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1735840247246467,173.58402472464672,13,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-4,5.18,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.055,MAK,D-4,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1104.9455095171272,0.0821,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1049455095171272,104.94550951712722,13,1
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-4,1.36,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.2096,MAK,SP-4,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1230.4569820937675,0.4855,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2304569820937674,230.45698209376746,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-4,1.96,"a, b, c (mm)",4.75,2.84,4.78,Plexiglass,Part 1 (2023-2024),0.1454,MAK,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-5,4.3,"a, b, c (mm)",4.8,2.82,4.81,Plexiglass,Part 1 (2023-2024),0.0663,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-6,4.52,"a, b, c (mm)",3.82,2.86,3.84,Plexiglass,Part 1 (2023-2024),0.0631,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-4,2.04,"Diameter, Height (mm)",5.58,5.07,,ABS,Part 2 (2024-2025),0.1397,MAK,CUBE-4,5.58,5.07,5.325,150.647445,170.0037,1135.0,,False,5.58,5.325,5.07,5.320926462069489,0.8053789317164431,1.1005917159763312,0.930103018497914,0.9521126760563381,0.9543010752688172,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-5,3.98,"Diameter, Height (mm)",5.66,5.56,,ABS,Part 2 (2024-2025),0.0716,MAK,CUBE-5,5.66,5.56,5.609999999999999,176.54445599999997,188.8276,1135.0,,False,5.66,5.609999999999999,5.56,5.609851451800408,0.8059746343305935,1.0179856115107915,0.9867000389812209,0.9910873440285205,0.9911660777385157,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-6,4.06,"Diameter, Height (mm)",5.57,5.64,,ABS,Part 2 (2024-2025),0.0702,MAK,CUBE-6,5.57,5.64,5.605,176.07995400000001,188.49370000000002,1135.0,,False,5.64,5.605,5.57,5.604927147432505,0.8059855007121547,1.0125673249551166,0.9906673152907657,0.9937555753791257,0.9937943262411348,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-2,5.6,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0509,MAK,D-2,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1157.4337858522888,0.086,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1574337858522887,157.4337858522888,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-4,5.9,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0483,MAK,D-4,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1104.9455095171272,0.0821,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1049455095171272,104.94550951712722,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-5,10.12,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0282,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-6,9.84,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.029,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-7,7.68,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0371,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-4,1.58,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1804,MAK,SP-4,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1230.4569820937675,0.4855,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2304569820937674,230.45698209376746,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-6,4.24,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0672,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-7,3.52,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.081,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,12,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-5,1.64,"a, b, c (mm)",4.8,2.82,4.81,Plexiglass,Part 1 (2023-2024),0.1738,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-6,4.26,"a, b, c (mm)",3.82,2.86,3.84,Plexiglass,Part 1 (2023-2024),0.0669,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-5,4.92,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0579,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-6,9.26,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0308,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-7,8.44,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0338,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-8,8.26,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0345,MAK,D-8,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1152.0503728948365,0.0856,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1520503728948366,152.05037289483653,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-5,1.2,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.2375,MAK,SP-5,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1216.2642754002038,0.4799,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2162642754002038,216.26427540020381,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-6,2.72,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1048,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-7,2.72,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1048,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,13,1
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-8,3.06,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0931,MAK,SP-8,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1215.5039518273345,0.4796,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2155039518273345,215.5039518273345,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-5,4.1,"a, b, c (mm)",2.83,4.81,2.82,Plexiglass,Part 1 (2023-2024),0.0695,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-6,4.58,"a, b, c (mm)",2.86,3.85,2.85,Plexiglass,Part 1 (2023-2024),0.0622,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-4,2.1,"Diameter, Height (mm)",5.57,5.05,,ABS,Part 2 (2024-2025),0.1357,MAK,CUBE-4,5.57,5.05,5.3100000000000005,149.362335,169.0414,1135.0,,False,5.57,5.3100000000000005,5.05,5.305753038567582,0.8053508224216135,1.102970297029703,0.9285740015020012,0.9510357815442559,0.9533213644524238,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-5,4.76,"Diameter, Height (mm)",5.66,5.6,,ABS,Part 2 (2024-2025),0.0599,MAK,CUBE-5,5.66,5.6,5.63,178.44848,190.1796,1135.0,,False,5.66,5.63,5.6,5.62994671352763,0.8059883483956491,1.010714285714286,0.992031845948143,0.9946714031971581,0.9946996466431095,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-6,4.8,"Diameter, Height (mm)",5.51,5.65,,ABS,Part 2 (2024-2025),0.0594,MAK,CUBE-6,5.51,5.65,5.58,173.71377,186.8086,1135.0,,False,5.65,5.58,5.51,5.579707272576849,0.8059536921511573,1.0254083484573504,0.9813191533560779,0.9874551971326164,0.9876106194690265,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-4,5.98,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0477,MAK,D-4,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1104.9455095171272,0.0821,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1049455095171272,104.94550951712722,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-5,9.48,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0301,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-6,10.42,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0274,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-7,7.24,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0394,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-4,1.52,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1875,MAK,SP-4,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1230.4569820937675,0.4855,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2304569820937674,230.45698209376746,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-5,3.56,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0801,MAK,SP-5,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1216.2642754002038,0.4799,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2162642754002038,216.26427540020381,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-6,4.04,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0705,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-7,3.42,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0833,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,12,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-5,1.66,"a, b, c (mm)",2.83,4.81,2.82,Plexiglass,Part 1 (2023-2024),0.1717,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-6,3.64,"a, b, c (mm)",2.86,3.85,2.85,Plexiglass,Part 1 (2023-2024),0.0783,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,13,1
