Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-8,2.32,"Diameter, Height (mm)",5.8,5.65,,ABS,Part 2 (2024-2025),0.1228,ANG,CUBE-8,5.8,5.65,5.725,187.60825,196.6425,1135.0,,False,5.8,5.725,5.65,5.724672470345217,0.8059498630018312,1.0265486725663715,0.9804979850821665,0.9868995633187774,0.9870689655172413,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-9,2.8,"Diameter, Height (mm)",5.52,5.13,,ABS,Part 2 (2024-2025),0.1018,ANG,CUBE-9,5.52,5.13,5.324999999999999,150.79121999999998,170.05769999999998,1135.0,,False,5.52,5.324999999999999,5.13,5.322618653527569,0.8056353734614343,1.0760233918128654,0.9462110602205897,0.963380281690141,0.9646739130434782,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-10,3.04,"Diameter, Height (mm)",5.51,5.66,,ABS,Part 2 (2024-2025),0.0937,ANG,CUBE-10,5.51,5.66,5.585,174.17716099999998,187.1421,1135.0,,False,5.66,5.585,5.51,5.584664259137033,0.8059475218512174,1.0272232304900182,0.9800129048368965,0.9865711727842434,0.9867491166077739,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-13,4.84,"Diameter, Height (mm)",3.11,3.13,,PLA,Part 2 (2024-2025),0.0589,ANG,CUBE-13,3.11,3.13,3.12,30.371015999999997,58.4062,1200.0,,False,3.13,3.12,3.11,3.1199893162027315,0.8059932170315985,1.0064308681672025,0.9952012738584458,0.9967948717948717,0.9968051118210863,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-16,2.54,"Diameter, Height (mm)",5.05,5.05,,PLA,Part 2 (2024-2025),0.1122,ANG,CUBE-16,5.05,5.05,5.05,128.787625,153.015,1200.0,,False,5.05,5.05,5.05,5.05,0.8059959770082347,1.0,1.0,1.0,1.0,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-18,2.66,"Diameter, Height (mm)",5.06,5.06,,PLA,Part 2 (2024-2025),0.1071,ANG,CUBE-18,5.06,5.06,5.06,129.55421599999997,153.62159999999997,1200.0,,False,5.06,5.06,5.06,5.059999999999999,0.8059959770082346,1.0,1.0,1.0,1.0,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-20,2.8,"Diameter, Height (mm)",5.06,5.04,,PLA,Part 2 (2024-2025),0.1018,ANG,CUBE-20,5.06,5.04,5.05,128.78712,153.01479999999998,1200.0,,False,5.06,5.05,5.04,5.0499933993313055,0.8059949235192513,1.003968253968254,0.9970331286772176,0.998019801980198,0.9980237154150198,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-21,4.38,"Diameter, Height (mm)",3.15,3.13,,PLA,Part 2 (2024-2025),0.0651,ANG,CUBE-21,3.15,3.13,3.1399999999999997,30.958829999999992,59.157399999999996,1200.0,,False,3.15,3.1399999999999997,3.13,3.139989384252857,0.8059932520788026,1.0063897763578276,0.9952317823890993,0.9968152866242039,0.9968253968253967,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-22,3.0,"Diameter, Height (mm)",3.14,3.06,,PLA,Part 2 (2024-2025),0.095,ANG,CUBE-22,3.14,3.06,3.1,29.786040000000003,57.656800000000004,1200.0,,False,3.14,3.1,3.06,3.0998279474403647,0.8059512410833118,1.0261437908496733,0.9807893819743935,0.9870967741935484,0.9872611464968153,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-24,4.26,"Diameter, Height (mm)",3.12,3.11,,PLA,Part 2 (2024-2025),0.0669,ANG,CUBE-24,3.12,3.11,3.115,30.225468000000003,58.219300000000004,1200.0,,False,3.12,3.115,3.11,3.114997324770308,0.8059952848007799,1.0032154340836013,0.9975945469108882,0.9983948635634028,0.9983974358974359,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-26,2.62,"Diameter, Height (mm)",5.01,5.01,,PLA,Part 2 (2024-2025),0.1088,ANG,CUBE-26,5.01,5.01,5.01,125.75150099999998,150.6006,1200.0,,False,5.01,5.01,5.01,5.009999999999999,0.8059959770082346,1.0,1.0,1.0,1.0,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-10,3.1,"a, b, c (mm)",2.32,2.83,2.31,Plexiglass,Part 1 (2023-2024),0.0919,ANG,C-10,2.32,2.83,2.31,15.166536,36.9242,1200.0,,False,2.83,2.32,2.31,2.475305461737535,0.8024733713625268,1.225108225108225,0.9015187623987578,0.9956896551724139,0.8197879858657243,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-14,2.48,"a, b, c (mm)",2.91,2.86,2.93,Plexiglass,Part 1 (2023-2024),0.1149,ANG,C-14,2.91,2.86,2.93,24.385218,50.45739999999999,1200.0,,False,2.93,2.91,2.86,2.8998500913393452,0.8059541786033124,1.0244755244755246,0.9794577984886371,0.9828178694158075,0.9931740614334471,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-17,2.3,"a, b, c (mm)",0.99,4.76,0.99,Plexiglass,Part 1 (2023-2024),0.1239,ANG,C-17,0.99,4.76,0.99,4.6652759999999995,20.8098,1200.0,,False,4.76,0.99,0.99,1.6709332992982509,0.6488352647814275,4.808080808080808,0.45605174407879523,1.0,0.20798319327731093,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-18,4.74,"a, b, c (mm)",1.02,3.75,1.0,Plexiglass,Part 1 (2023-2024),0.0601,ANG,C-18,1.02,3.75,1.0,3.825,17.19,1200.0,,False,3.75,1.02,1.0,1.5639054021882666,0.6880645887620198,3.75,0.5113099925649136,0.9803921568627451,0.272,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-22,6.26,"a, b, c (mm)",2.3,4.85,2.31,Plexiglass,Part 1 (2023-2024),0.0455,ANG,C-22,2.3,4.85,2.31,25.768049999999995,55.342999999999996,1200.0,,False,4.85,2.31,2.3,2.953660112711129,0.7623290389559884,2.108695652173913,0.687149091708437,0.9956709956709956,0.47628865979381446,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-23,2.18,"a, b, c (mm)",0.99,2.8,0.99,Plexiglass,Part 1 (2023-2024),0.1307,ANG,C-23,0.99,2.8,0.99,2.74428,13.0482,1200.0,,False,2.8,0.99,0.99,1.4000476174280152,0.7264724234325816,2.8282828282828283,0.5946187253790689,1.0,0.3535714285714286,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-24,2.08,"a, b, c (mm)",2.29,3.88,2.29,Plexiglass,Part 1 (2023-2024),0.137,ANG,C-24,2.29,3.88,2.29,20.347108,46.028999999999996,1200.0,,False,3.88,2.29,2.29,2.730030904845882,0.7830467864101166,1.6943231441048034,0.7682487784350915,1.0,0.5902061855670103,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-26,2.68,"a, b, c (mm)",2.84,3.82,2.82,Plexiglass,Part 1 (2023-2024),0.1063,ANG,C-26,2.84,3.82,2.82,30.593615999999994,59.25999999999999,1200.0,,False,3.82,2.84,2.82,3.12759327351644,0.7982575194211605,1.3546099290780143,0.856166551338582,0.9929577464788732,0.743455497382199,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-8,2.18,"Diameter, Height (mm)",5.73,5.71,,ABS,Part 2 (2024-2025),0.1307,ANG,CUBE-8,5.73,5.71,5.720000000000001,187.14867600000002,196.3102,1135.0,,False,5.73,5.720000000000001,5.71,5.719994172488235,0.8059951558621116,1.0035026269702279,0.9973802930457021,0.9982517482517481,0.9982547993019197,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-9,2.66,"Diameter, Height (mm)",5.57,5.22,,ABS,Part 2 (2024-2025),0.1071,ANG,CUBE-9,5.57,5.22,5.395,156.86178299999997,174.57489999999999,1135.0,,False,5.57,5.395,5.22,5.393107151846441,0.8057130922623069,1.067049808429119,0.9522416670808043,0.9675625579240037,0.9685816876122081,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-10,3.02,"Diameter, Height (mm)",5.52,5.68,,ABS,Part 2 (2024-2025),0.0944,ANG,CUBE-10,5.52,5.68,5.6,175.58015999999998,188.14719999999997,1135.0,,False,5.68,5.6,5.52,5.59961902170098,0.8059411398892715,1.028985507246377,0.9787480197255575,0.9857142857142857,0.9859154929577465,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-13,4.14,"Diameter, Height (mm)",3.08,3.11,,PLA,Part 2 (2024-2025),0.0688,ANG,CUBE-13,3.08,3.11,3.0949999999999998,29.646385999999996,57.473699999999994,1200.0,,False,3.11,3.0949999999999998,3.08,3.0949757671769857,0.8059896662777707,1.0097402597402596,0.9927506847916494,0.9951534733441035,0.995176848874598,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-16,2.48,"Diameter, Height (mm)",5.07,5.05,,PLA,Part 2 (2024-2025),0.1149,ANG,CUBE-16,5.07,5.05,5.0600000000000005,129.55371000000002,153.6214,1200.0,,False,5.07,5.0600000000000005,5.05,5.05999341237614,0.8059949276791355,1.003960396039604,0.9970389853129591,0.9980237154150197,0.9980276134122288,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-18,2.48,"Diameter, Height (mm)",5.08,5.07,,PLA,Part 2 (2024-2025),0.1149,ANG,CUBE-18,5.08,5.07,5.075,130.70967000000002,154.5337,1200.0,,False,5.08,5.075,5.07,5.074998357963343,0.8059957162249111,1.0019723865877712,0.9985230161597984,0.9990147783251232,0.9990157480314961,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-20,2.72,"Diameter, Height (mm)",5.07,5.04,,PLA,Part 2 (2024-2025),0.1048,ANG,CUBE-20,5.07,5.04,5.055,129.169404,153.3177,1200.0,,False,5.07,5.055,5.04,5.0549851631611995,0.8059936113371201,1.005952380952381,0.9955566480737387,0.9970326409495549,0.9970414201183431,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-21,4.44,"Diameter, Height (mm)",3.17,3.13,,PLA,Part 2 (2024-2025),0.0642,ANG,CUBE-21,3.17,3.13,3.15,31.254614999999994,59.5342,1200.0,,False,3.17,3.15,3.13,3.149957671388877,0.8059851461673698,1.012779552715655,0.990511288824751,0.9936507936507937,0.9936908517350158,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-22,2.82,"Diameter, Height (mm)",3.08,3.06,,PLA,Part 2 (2024-2025),0.1011,ANG,CUBE-22,3.08,3.06,3.0700000000000003,28.934136000000006,56.549200000000006,1200.0,,False,3.08,3.0700000000000003,3.06,3.069989142198298,0.8059931263973413,1.0065359477124183,0.9951232667379529,0.9967426710097719,0.9967532467532468,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-24,4.24,"Diameter, Height (mm)",3.12,3.12,,PLA,Part 2 (2024-2025),0.0672,ANG,CUBE-24,3.12,3.12,3.12,30.371328000000002,58.406400000000005,1200.0,,False,3.12,3.12,3.12,3.1199999999999997,0.8059959770082346,1.0,1.0,1.0,1.0,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-26,2.42,"Diameter, Height (mm)",5.01,5.0,,PLA,Part 2 (2024-2025),0.1178,ANG,CUBE-26,5.01,5.0,5.005,125.37524999999998,150.3001,1200.0,,False,5.01,5.005,5.0,5.00499833499778,0.8059957088792561,1.002,0.9985023710692615,0.999000999000999,0.999001996007984,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-10,2.92,"a, b, c (mm)",2.79,2.313333333333333,,Plexiglass,Part 1 (2023-2024),0.0976,ANG,C-10,2.79,2.313333333333333,2.5516666666666667,16.468967,38.95241111111111,1200.0,,False,2.79,2.5516666666666667,2.313333333333333,2.5442246329835005,0.8036384095973209,1.2060518731988474,0.8670100745246577,0.9065969954278248,0.9145758661887694,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-14,2.44,"a, b, c (mm)",2.826666666666667,2.916666666666667,,Plexiglass,Part 1 (2023-2024),0.1168,ANG,C-14,2.826666666666667,2.916666666666667,2.871666666666667,23.675296296296306,49.47476666666668,1200.0,,False,2.916666666666667,2.871666666666667,2.826666666666667,2.871431592287634,0.8059299928480638,1.0318396226415094,0.9767067403840907,0.9843296575739988,0.9845714285714285,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-17,2.24,"a, b, c (mm)",4.75,1.0,,Plexiglass,Part 1 (2023-2024),0.1272,ANG,C-17,4.75,1.0,2.875,13.65625,42.5625,1200.0,,False,4.75,2.875,1.0,2.3902527116171512,0.6491493616036281,4.75,0.27060403659669535,0.34782608695652173,0.6052631578947368,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-18,2.44,"a, b, c (mm)",3.77,1.003333333333333,,Plexiglass,Part 1 (2023-2024),0.1168,ANG,C-18,3.77,1.003333333333333,2.3866666666666667,9.027725777777775,30.34984444444444,1200.0,,False,3.77,2.3866666666666667,1.003333333333333,2.082217631229114,0.6908438473513303,3.75747508305648,0.33448656762755,0.4203910614525138,0.6330680813439434,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-22,2.82,"a, b, c (mm)",4.833333333333333,2.303333333333333,,Plexiglass,Part 1 (2023-2024),0.1011,ANG,C-22,4.833333333333333,2.303333333333333,3.568333333333333,39.72546203703702,73.19756666666665,1200.0,,False,4.833333333333333,3.568333333333333,2.303333333333333,3.4121097025167675,0.7691896856424305,2.0984081041968166,0.5546266202442162,0.6454927603923399,0.7382758620689654,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-23,2.4,"a, b, c (mm)",2.81,0.9966666666666667,,Plexiglass,Part 1 (2023-2024),0.1188,ANG,C-23,2.81,0.9966666666666667,1.9033333333333333,5.330538777777778,20.091977777777778,1200.0,,False,2.81,1.9033333333333333,0.9966666666666667,1.746855717515534,0.7344724442751859,2.819397993311037,0.43096236605085303,0.5236427320490368,0.6773428232502965,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-24,2.04,"a, b, c (mm)",3.826666666666667,2.29,,Plexiglass,Part 1 (2023-2024),0.1397,ANG,C-24,3.826666666666667,2.29,3.0583333333333336,26.800378888888893,54.93974444444446,1200.0,,False,3.826666666666667,3.0583333333333336,2.29,2.9925883296413174,0.788299852805098,1.671033478893741,0.6693954507885491,0.7487738419618528,0.7992160278745645,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-26,2.64,"a, b, c (mm)",3.816666666666666,2.826666666666667,,Plexiglass,Part 1 (2023-2024),0.108,ANG,C-26,3.816666666666666,2.826666666666667,3.3216666666666663,35.835616296296294,65.71076666666666,1200.0,,False,3.816666666666666,3.3216666666666663,2.826666666666667,3.296893811050172,0.7999401751354549,1.3502358490566033,0.7938792621916013,0.8509784244857002,0.8703056768558952,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-8,2.26,"Diameter, Height (mm)",5.73,5.7,,ABS,Part 2 (2024-2025),0.1261,ANG,CUBE-8,5.73,5.7,5.715,186.657615,195.9669,1135.0,,False,5.73,5.715,5.7,5.714986876610284,0.805994126190456,1.0052631578947369,0.9960690075127971,0.9973753280839895,0.9973821989528795,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-9,2.66,"Diameter, Height (mm)",5.58,5.12,,ABS,Part 2 (2024-2025),0.1071,ANG,CUBE-9,5.58,5.12,5.35,152.84736,171.6292,1135.0,,False,5.58,5.35,5.12,5.346702017235759,0.805498818295365,1.08984375,0.937078493101982,0.9570093457943926,0.9587813620071683,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-10,2.88,"Diameter, Height (mm)",5.52,5.61,,ABS,Part 2 (2024-2025),0.099,ANG,CUBE-10,5.52,5.61,5.5649999999999995,172.33246799999998,185.81129999999996,1135.0,,False,5.61,5.5649999999999995,5.52,5.564878703555665,0.8059784088901669,1.0163043478260871,0.9879274729816688,0.9919137466307277,0.9919786096256683,1.135,135.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-13,4.34,"Diameter, Height (mm)",3.1,3.13,,PLA,Part 2 (2024-2025),0.0657,ANG,CUBE-13,3.1,3.13,3.115,30.224845000000002,58.218900000000005,1200.0,,False,3.13,3.115,3.1,3.1149759227673477,0.8059897470555367,1.0096774193548386,0.9927970992283917,0.9951845906902086,0.9952076677316295,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-16,2.56,"Diameter, Height (mm)",5.06,5.05,,PLA,Part 2 (2024-2025),0.1113,ANG,CUBE-16,5.06,5.05,5.055,129.170415,153.3181,1200.0,,False,5.06,5.055,5.05,5.054998351466656,0.8059957141572601,1.001980198019802,0.998517175873065,0.9990108803165183,0.9990118577075099,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-18,2.48,"Diameter, Height (mm)",5.07,5.07,,PLA,Part 2 (2024-2025),0.1149,ANG,CUBE-18,5.07,5.07,5.07,130.323843,154.2294,1200.0,,False,5.07,5.07,5.07,5.069999999999999,0.8059959770082347,1.0,1.0,1.0,1.0,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-20,2.8,"Diameter, Height (mm)",5.06,5.05,,PLA,Part 2 (2024-2025),0.1018,ANG,CUBE-20,5.06,5.05,5.055,129.170415,153.3181,1200.0,,False,5.06,5.055,5.05,5.054998351466656,0.8059957141572601,1.001980198019802,0.998517175873065,0.9990108803165183,0.9990118577075099,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-21,4.26,"Diameter, Height (mm)",3.14,3.13,,PLA,Part 2 (2024-2025),0.0669,ANG,CUBE-21,3.14,3.13,3.135,30.811407,58.969300000000004,1200.0,,False,3.14,3.135,3.13,3.134997341837193,0.8059952936046156,1.003194888178914,0.9976098784495601,0.9984051036682616,0.9984076433121019,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-22,3.0,"Diameter, Height (mm)",3.11,3.06,,PLA,Part 2 (2024-2025),0.095,ANG,CUBE-22,3.11,3.06,3.085,29.358711,57.10209999999999,1200.0,,False,3.11,3.085,3.06,3.084932467457392,0.8059783328756003,1.0163398692810457,0.987901506668927,0.9918962722852512,0.9919614147909969,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-24,4.54,"Diameter, Height (mm)",3.14,3.1,,PLA,Part 2 (2024-2025),0.0628,ANG,CUBE-24,3.14,3.1,3.12,30.37008,58.4056,1200.0,,False,3.14,3.12,3.1,3.1199572643719042,0.8059849368748633,1.0129032258064516,0.99042039024037,0.9935897435897436,0.9936305732484076,1.2,200.0,9,0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-26,2.58,"Diameter, Height (mm)",5.01,5.02,,PLA,Part 2 (2024-2025),0.1105,ANG,CUBE-26,5.01,5.02,5.015,126.12825299999999,150.9013,1200.0,,False,5.02,5.015,5.01,5.014998338317827,0.8059957099474988,1.001996007984032,0.9985053556331388,0.9990029910269193,0.999003984063745,1.2,200.0,9,0
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-2,8.7,"Diameter, Height (mm)",3.48,2.09,,ABS,Part 2 (2024-2025),0.0328,ANG,EC-2,3.48,2.09,2.785,20.255862,45.5713,1135.0,,False,3.48,2.785,2.09,2.7259438752539373,0.7885450801228674,1.6650717703349283,0.6713423807963005,0.7504488330341113,0.8002873563218391,1.135,135.0,11,0
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-4,7.44,"Diameter, Height (mm)",3.26,2.83,,ABS,Part 2 (2024-2025),0.0383,ANG,EC-4,3.26,2.83,3.045,28.092560999999996,55.539699999999996,1135.0,,False,3.26,3.045,2.83,3.039931359542046,0.8046521016934878,1.1519434628975265,0.8982226184997676,0.929392446633826,0.9340490797546013,1.135,135.0,11,0
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-10,5.2,"Diameter, Height (mm)",3.65,2.52,,PS,Part 2 (2024-2025),0.0548,ANG,EC-10,3.65,2.52,3.085,28.37583,56.4649,1047.0,,False,3.65,3.085,2.52,3.050114839356,0.7967791179768136,1.4484126984126984,0.7509768066735095,0.8168557536466775,0.8452054794520548,1.047,47.0,11,0
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-11,14.76,"Diameter, Height (mm)",3.0,2.12,,PS,Part 2 (2024-2025),0.0193,ANG,EC-11,3.0,2.12,2.56,16.2816,38.9344,1047.0,,False,3.0,2.56,2.12,2.534539284254136,0.7979004170792589,1.4150943396226414,0.7649891066762542,0.828125,0.8533333333333334,1.047,47.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-3,7.1,"Diameter, Height (mm)",3.23,2.5,,ABS,Part 2 (2024-2025),0.0401,ANG,EC-3,3.23,2.5,2.865,23.134875,48.9829,1135.0,,False,3.23,2.865,2.5,2.8494150846423727,0.8015877452267949,1.292,0.8218194856894862,0.8726003490401395,0.8869969040247678,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-5,6.62,"Diameter, Height (mm)",3.41,2.7,,ABS,Part 2 (2024-2025),0.0431,ANG,EC-5,3.41,2.7,3.055,28.127385000000004,55.7461,1135.0,,False,3.41,3.055,2.7,3.0411869571451655,0.8023352507937237,1.2629629629629628,0.8365289347058777,0.88379705400982,0.8958944281524927,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-7,6.78,"Diameter, Height (mm)",3.51,2.78,,ABS,Part 2 (2024-2025),0.042,ANG,EC-7,3.51,2.78,3.1449999999999996,30.688280999999993,59.07969999999999,1135.0,,False,3.51,3.1449999999999996,2.78,3.130815827785931,0.8023445086316177,1.2625899280575539,0.8367214696360292,0.8839427662957076,0.8960113960113959,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-8,6.92,"Diameter, Height (mm)",3.11,2.54,,ABS,Part 2 (2024-2025),0.0412,ANG,EC-8,3.11,2.54,2.825,22.315805,47.7213,1135.0,,False,3.11,2.825,2.54,2.815383229260973,0.8032429029397362,1.2244094488188975,0.8569279259200658,0.8991150442477875,0.9083601286173635,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-9,7.12,"Diameter, Height (mm)",3.54,2.15,,ABS,Part 2 (2024-2025),0.04,ANG,EC-9,3.54,2.15,2.8449999999999998,21.653294999999996,47.598099999999995,1135.0,,False,3.54,2.8449999999999998,2.15,2.7872419140758335,0.789303149685038,1.646511627906977,0.6774787749389545,0.7557117750439367,0.8036723163841807,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),C-1,1.58,"a, b, c (mm)",4.8,0.98,4.84,Plexiglass,Part 1 (2023-2024),0.1804,ANG,C-1,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1156.767607382851,0.715,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.156767607382851,156.7676073828511,13,0
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-1,1.68,"Diameter, Height (mm)",5.69,5.64,,ABS,Part 2 (2024-2025),0.1696,ANG,CUBE-1,5.69,5.64,5.665,181.798914,192.5521,1135.0,,False,5.69,5.665,5.64,5.664963224239049,0.8059907446502822,1.0088652482269505,0.9933973878678197,0.9955869373345101,0.9956063268892794,1.135,135.0,13,0
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),D-1,4.42,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0645,ANG,D-1,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1148.0128131767472,0.0853,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.148012813176747,148.01281317674716,13,0
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),SP-1,1.72,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1657,ANG,SP-1,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1203.5922158523792,0.4749,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2035922158523793,203.59221585237924,13,0
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-3,7.02,"Diameter, Height (mm)",3.24,2.5,,ABS,Part 2 (2024-2025),0.0406,ANG,EC-3,3.24,2.5,2.87,23.247000000000003,49.14760000000001,1135.0,,False,3.24,2.87,2.5,2.8540109729718317,0.8014807327422037,1.296,0.8198351890291045,0.8710801393728222,0.8858024691358024,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-5,7.14,"Diameter, Height (mm)",3.41,2.73,,ABS,Part 2 (2024-2025),0.0399,ANG,EC-5,3.41,2.73,3.0700000000000003,28.579551000000002,56.318200000000004,1135.0,,False,3.41,3.0700000000000003,2.73,3.057396756443778,0.8026735639621618,1.249084249084249,0.8437548258798948,0.8892508143322475,0.9002932551319649,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-7,8.36,"Diameter, Height (mm)",3.54,2.75,,ABS,Part 2 (2024-2025),0.0341,ANG,EC-7,3.54,2.75,3.145,30.616574999999997,59.034099999999995,1135.0,,False,3.54,3.145,2.75,3.1283754460570656,0.801712979871345,1.2872727272727273,0.8241774692406331,0.8744038155802861,0.8884180790960452,1.135,135.0,11,0
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-9,7.72,"Diameter, Height (mm)",3.53,2.19,,ABS,Part 2 (2024-2025),0.0369,ANG,EC-9,3.53,2.19,2.86,22.109802,48.1798,1135.0,,False,3.53,2.86,2.19,2.8066932560739186,0.7906950752715963,1.6118721461187213,0.6892451925105308,0.7657342657342657,0.8101983002832861,1.135,135.0,11,0
