date,view,repeat,category,code,velocity_ms,cat_excel,a,b,c,material,measured_density,density,d_eq,volume,surface_area,sphericity,L,I,S,aspect_ratio,CSF,delta_rho,cat_enc,mat_enc,view_enc
01.11.23,ANG,THIRD,BSP,BSP-1,0.049100000000000005,PA 6,4.86,4.84,2.34,Plexiglass,1148.5115909612796,1148.5115909612796,3.8039298218700504,55.042415999999996,92.4408,0.7569817711719261,4.86,4.84,2.34,2.076923076923077,0.4824752523663835,148.51159096127958,2,0,0
01.11.23,ANG,THIRD,BSP,BSP-5,0.056799999999999996,BSP,3.84,2.8,2.32,Plexiglass,1081.4580938994018,1081.4580938994018,2.921857828166022,24.944639999999996,52.313599999999994,0.7892010920434782,3.84,2.8,2.32,1.6551724137931034,0.7075275528876865,81.45809389940177,2,0,0
01.11.23,ANG,THIRD,HC,HC-2,0.044800000000000006,HC,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,0
01.11.23,ANG,THIRD,HC,HC-2,0.044800000000000006,ABS HC,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,0
01.11.23,ANG,THIRD,HC,HC-2,0.044800000000000006,PA 6,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,0
01.11.23,ANG,THIRD,WSP,WSP-2,0.0406,WSP,3.49,3.52,2.35,Plexiglass,1236.073628322845,1236.073628322845,3.0676936279088527,28.869280000000003,57.51660000000001,0.7912521214667002,3.52,3.49,2.35,1.4978723404255319,0.6704768959767009,236.07362832284502,10,0,0
01.11.23,MAK,FIRST,BSP,BSP-5,0.0371,BSP,3.86,2.81,2.32,Plexiglass,1081.4580938994018,1081.4580938994018,2.930402007376663,25.164112,52.641999999999996,0.7888712885861735,3.86,2.81,2.32,1.663793103448276,0.7044354002488402,81.45809389940177,2,0,1
01.11.23,MAK,SECOND,BSP,BSP-1,0.0337,BSP,4.83,4.82,2.33,Plexiglass,1148.5115909612796,1148.5115909612796,3.7854428742340436,54.24379800000001,91.53020000000001,0.7570997564971561,4.83,4.82,2.33,2.072961373390558,0.4829018136873169,148.51159096127958,2,0,1
01.11.23,MAK,SECOND,BSP,BSP-1,0.0337,PA 6,4.83,4.82,2.33,Plexiglass,1148.5115909612796,1148.5115909612796,3.7854428742340436,54.24379800000001,91.53020000000001,0.7570997564971561,4.83,4.82,2.33,2.072961373390558,0.4829018136873169,148.51159096127958,2,0,1
01.11.23,MAK,SECOND,BSP,BSP-5,0.0375,BSP,3.83,2.79,2.32,Plexiglass,1081.4580938994018,1081.4580938994018,2.915839762684165,24.790824,52.0882,0.7893544882508976,3.83,2.79,2.32,1.6508620689655173,0.7097191051089827,81.45809389940177,2,0,1
01.11.23,MAK,SECOND,WSP,WSP-2,0.0279,WSP,3.5,3.5,2.34,Plexiglass,1236.073628322845,1236.073628322845,3.060440792581834,28.665,57.25999999999999,0.7910441895685751,3.5,3.5,2.34,1.4957264957264957,0.6685714285714285,236.07362832284502,10,0,1
01.11.23,MAK,THIRD,BSP,BSP-1,0.0316,BSP,4.86,4.84,2.34,Plexiglass,1148.5115909612796,1148.5115909612796,3.8039298218700504,55.042415999999996,92.4408,0.7569817711719261,4.86,4.84,2.34,2.076923076923077,0.4824752523663835,148.51159096127958,2,0,1
01.11.23,MAK,THIRD,BSP,BSP-1,0.0316,PA 6,4.86,4.84,2.34,Plexiglass,1148.5115909612796,1148.5115909612796,3.8039298218700504,55.042415999999996,92.4408,0.7569817711719261,4.86,4.84,2.34,2.076923076923077,0.4824752523663835,148.51159096127958,2,0,1
01.11.23,MAK,THIRD,BSP,BSP-5,0.0369,BSP,3.84,2.8,2.32,Plexiglass,1081.4580938994018,1081.4580938994018,2.921857828166022,24.944639999999996,52.313599999999994,0.7892010920434782,3.84,2.8,2.32,1.6551724137931034,0.7075275528876865,81.45809389940177,2,0,1
01.11.23,MAK,THIRD,HC,HC-2,0.0195,HC,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,1
01.11.23,MAK,THIRD,HC,HC-2,0.0195,ABS HC,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,1
01.11.23,MAK,THIRD,HC,HC-2,0.0195,PA 6,4.78,2.31,2.88,Plexiglass,1117.4791152936064,1117.4791152936064,3.1681868576652543,31.800384,62.922000000000004,0.7714418269712194,4.78,2.88,2.31,2.069264069264069,0.6225894938274077,117.47911529360636,4,0,1
01.11.23,MAK,THIRD,WSP,WSP-2,0.0287,WSP,3.49,3.52,2.35,Plexiglass,1236.073628322845,1236.073628322845,3.0676936279088527,28.869280000000003,57.51660000000001,0.7912521214667002,3.52,3.49,2.35,1.4978723404255319,0.6704768959767009,236.07362832284502,10,0,1
03.02.2024,ANG,FIRST,BSP,BSP-20,0.0554,BSP,4.83,4.79,2.88,Plexiglass,1132.416763593153,1132.416763593153,4.05407436340096,66.630816,101.68260000000001,0.7816654264679181,4.83,4.79,2.88,1.6770833333333335,0.5987577747361287,132.41676359315306,2,0,0
03.02.2024,ANG,FIRST,BSP,BSP-37,0.051699999999999996,BSP,3.8,2.71,2.85,Plexiglass,1178.8855246799174,1178.8855246799174,3.0846028049127563,29.3493,57.703,0.7974146862574545,3.8,2.85,2.71,1.4022140221402213,0.8234838050020452,178.88552467991735,2,0,0
03.02.2024,ANG,FIRST,BSP,BSP-39,0.049400000000000006,BSP,2.83,2.32,1.73,Plexiglass,1131.1967821379317,1131.1967821379317,2.247881990402627,11.358488,30.950200000000002,0.7895282615570733,2.83,2.32,1.73,1.6358381502890174,0.6751634021427926,131.19678213793168,2,0,0
